"t","timedate","Ph","YTi","VAHU","TAHU","Ta","Ps","Vw","YTi_FF"
10472,2023-09-11 17:10:00,0.018310546875,24.0375003814697,0.868,24.5600004196167,23.9,164,0,24.2774991989136
10473,2023-09-11 17:20:00,0.01171875,24.1800003051758,0.8715,24.1850004196167,23.4,108,0,24.1849994659424
10474,2023-09-11 17:30:00,0.018310546875,24.0824995040894,0.8715,23.8100004196167,23.1,65,0,24.3599996566772
10475,2023-09-11 17:40:00,0.01171875,24.125,0.8685,23.5600004196167,23.2,37,0,24.3224992752075
10476,2023-09-11 17:50:00,0.024169921875,24.0100002288818,0.87,23.3100004196167,23,22,0,24.5675001144409
10477,2023-09-11 18:00:00,0.01171875,24.1100006103516,0.435,23.4350004196167,22.8,20,0,24.227499961853
10478,2023-09-11 18:10:00,0.018310546875,24.1549997329712,0,24.0600004196167,22.7,19,0,24.3474998474121
10479,2023-09-11 18:20:00,0.01171875,24.1999998092651,0,24.3100004196167,22.1,20,0.8,24.5874996185303
10480,2023-09-11 18:30:00,0.0245361328125,24.2574996948242,0,24.5600004196167,21.4,13,1.9,24.5024995803833
10481,2023-09-11 18:40:00,0.01171875,24.2250003814697,0,24.75,20,9,3.5,24.5400009155273
10482,2023-09-11 18:50:00,0.018310546875,24.2749996185303,0,24.8700008392334,19.5,8,3.1,24.4624996185303
10483,2023-09-11 19:00:00,0.01171875,24.2049999237061,0,25,19.1,9,3,24.5075006484985
10484,2023-09-11 19:10:00,0.024169921875,24.2124996185303,0,25.0600004196167,19,4,2.5,24.4674997329712
10485,2023-09-11 19:20:00,0.017578125,24.2049999237061,0,25.1200008392334,19,3,2.2,24.5550003051758
10486,2023-09-11 19:30:00,0.018310546875,24.2399997711182,0,25.1850004196167,18.9,2,2,24.5474996566772
10487,2023-09-11 19:40:00,0.01171875,24.2375001907349,0,25.25,19,2,1.8,24.6125001907349
10488,2023-09-11 19:50:00,0.0245361328125,24.2224998474121,0,25.25,18.8,2,2.3,24.460000038147
10489,2023-09-11 20:00:00,0.01171875,24.2399997711182,0,25.25,18.6,2,2.7,24.4825000762939
10490,2023-09-11 20:10:00,0.018310546875,24.2475004196167,0,25.3700008392334,18.5,1,2.1,24.4449996948242
10491,2023-09-11 20:20:00,0.017578125,24.2200002670288,0,25.3700008392334,18.5,1,1.9,24.5550003051758
10492,2023-09-11 20:30:00,0.024169921875,24.1225004196167,0,25.3700008392334,18.4,2,1.3,24.397500038147
10493,2023-09-11 20:40:00,0.017578125,24.1500005722046,0,25.3700008392334,18.3,1,0,24.3699998855591
10494,2023-09-11 20:50:00,0.018310546875,24.1125001907349,0,25.3700008392334,18.3,2,0,24.4300003051758
10495,2023-09-11 21:00:00,0.01171875,24.1300001144409,0,25.3700008392334,18.3,1,0,24.4724998474121
10496,2023-09-11 21:10:00,0.030029296875,24.1000003814697,0,25.3700008392334,18.3,1,0,24.4275007247925
10497,2023-09-11 21:20:00,0.012451171875,24.1175003051758,0,25.3700008392334,18.4,2,0,24.3100004196167
10498,2023-09-11 21:30:00,0.017578125,24.0799999237061,0,25.3700008392334,18.4,1,0,24.2524995803833
10499,2023-09-11 21:40:00,0.012451171875,24.0450000762939,0,25.3700008392334,18.5,1,0,24.2449998855591
10500,2023-09-11 21:50:00,0.0296630859375,23.9974994659424,0,25.3700008392334,18.5,1,0,24.3400001525879
10501,2023-09-11 22:00:00,0.012451171875,24.0074996948242,0,25.3700008392334,18.6,1,0.3,24.2624998092651
10502,2023-09-11 22:10:00,0.0234375,23.9949998855591,0,25.3700008392334,19,1,0.7,24.2424993515015
10503,2023-09-11 22:20:00,0.012451171875,24.039999961853,0,25.3700008392334,19.3,1,0.5,24.3500003814697
10504,2023-09-11 22:30:00,0.0234375,23.9849996566772,0,25.3700008392334,19.1,2,0.8,24.1999998092651
10505,2023-09-11 22:40:00,0.018310546875,23.9425001144409,0,25.3700008392334,19,4,1.3,24.1925001144409
10506,2023-09-11 22:50:00,0.018310546875,23.960000038147,0,25.3700008392334,18.9,1,0.3,24.1499996185303
10507,2023-09-11 23:00:00,0.017578125,23.960000038147,0,25.3700008392334,18.6,1,0,24.1499996185303
10508,2023-09-11 23:10:00,0.0245361328125,23.9124994277954,0,25.3700008392334,18.7,1,0.6,24.3175001144409
10509,2023-09-11 23:20:00,0.01171875,23.9049997329712,0,25.3700008392334,18.8,1,0.4,24.1949996948242
10510,2023-09-11 23:30:00,0.024169921875,23.9475002288818,0,25.3700008392334,18.9,1,0,24.2075004577637
10511,2023-09-11 23:40:00,0.01171875,23.852499961853,0,25.3700008392334,18.8,1,0,24.2350006103516
10512,2023-09-11 23:50:00,0.030029296875,23.8549995422363,0,25.3700008392334,18.7,1,0,24.1949996948242
10513,2023-09-12 00:00:00,0.01171875,23.8125,0,25.3700008392334,18.7,2,0.3,24.3074998855591
10514,2023-09-12 00:10:00,0.018310546875,23.8775005340576,0,25.3700008392334,18.7,1,0.6,24.147500038147
10515,2023-09-12 00:20:00,0.018310546875,23.8450002670288,0,25.3700008392334,18.8,1,0,24.2150001525879
10516,2023-09-12 00:30:00,0.0234375,23.9849996566772,0,25.3700008392334,18.9,1,0.3,24.3075008392334
10517,2023-09-12 00:40:00,0.018310546875,23.8924999237061,0,25.3700008392334,18.9,2,0.4,24.1449995040894
10518,2023-09-12 00:50:00,0.017578125,23.9275007247925,0,25.3700008392334,18.8,2,0.5,24.1924991607666
10519,2023-09-12 01:00:00,0.012451171875,23.9099998474121,0,25.3700008392334,18.8,1,0,24.2399997711182
10520,2023-09-12 01:10:00,0.0238037109375,23.9075002670288,0,25.3700008392334,18.9,1,0,24.1199998855591
10521,2023-09-12 01:20:00,0.018310546875,23.9025001525879,0,25.3700008392334,19,1,0,24.1999998092651
10522,2023-09-12 01:30:00,0.017578125,23.9050006866455,0,25.3700008392334,19,1,0,24.1700000762939
10523,2023-09-12 01:40:00,0.012451171875,23.9099998474121,0,25.3700008392334,19,1,0,24.2324991226196
10524,2023-09-12 01:50:00,0.030029296875,23.9274997711182,0,25.3700008392334,18.9,1,0,24.1724996566772
10525,2023-09-12 02:00:00,0.01171875,23.9099998474121,0,25.3700008392334,18.9,2,0,24.0500001907349
10526,2023-09-12 02:10:00,0.018310546875,23.8150005340576,0,25.3700008392334,18.9,2,0,24.1399993896484
10527,2023-09-12 02:20:00,0.017578125,23.7874994277954,0,25.3700008392334,18.8,2,0,24.1550006866455
10528,2023-09-12 02:30:00,0.024169921875,23.8474998474121,0,25.3700008392334,18.7,2,0,24.0849990844727
10529,2023-09-12 02:40:00,0.017578125,23.8699998855591,0,25.3700008392334,18.9,1,0,24.0824995040894
10530,2023-09-12 02:50:00,0.018310546875,23.8299999237061,0,25.3700008392334,19,1,0,24.0124998092651
10531,2023-09-12 03:00:00,0.017578125,23.8175001144409,0,25.3700008392334,18.7,1,0,24.2349996566772
10532,2023-09-12 03:10:00,0.0245361328125,23.852499961853,0,25.3700008392334,18.7,2,0,24.1849994659424
10533,2023-09-12 03:20:00,0.01171875,23.8175001144409,0,25.3700008392334,18.7,1,0,24.0824995040894
10534,2023-09-12 03:30:00,0.024169921875,23.8150005340576,0,25.3700008392334,18.7,1,0,24.0599994659424
10535,2023-09-12 03:40:00,0.012451171875,23.8074998855591,0,25.25,18.5,1,0,24.0699996948242
10536,2023-09-12 03:50:00,0.0234375,23.8375005722046,0,25.25,18.5,1,0,24.1999998092651
10537,2023-09-12 04:00:00,0.012451171875,23.7900009155273,0,25.25,18.5,1,0,24
10538,2023-09-12 04:10:00,0.0234375,23.8650007247925,0,25.25,18.1,2,0,23.9974994659424
10539,2023-09-12 04:20:00,0.012451171875,23.6925001144409,0,25.25,17.9,1,0,24.0525007247925
10540,2023-09-12 04:30:00,0.0234375,23.7825002670288,0,25.25,17.7,3,0,23.9675006866455
10541,2023-09-12 04:40:00,0.012451171875,23.6999998092651,0,25.25,17.5,5,0,24.0299997329712
10542,2023-09-12 04:50:00,0.0238037109375,23.7399997711182,0,25.25,16.9,5,1.7,24.2400007247925
10543,2023-09-12 05:00:00,0.018310546875,23.7349996566772,0,25.25,16.7,3,1.8,23.9800004959106
10544,2023-09-12 05:10:00,0.018310546875,23.7025003433228,0,25.25,16.6,1,1.2,23.9399995803833
10545,2023-09-12 05:20:00,0.01171875,23.7249994277954,0,25.25,16.5,1,0.3,23.9700002670288
10546,2023-09-12 05:30:00,0.030029296875,23.6999998092651,0,25.25,16.6,1,0,23.9799995422363
10547,2023-09-12 05:40:00,0.01171875,23.6700000762939,0,25.25,16.6,1,0,24.3074998855591
10548,2023-09-12 05:50:00,0.018310546875,23.6999998092651,0,25.25,16.7,1,0,24.0574998855591
10549,2023-09-12 06:00:00,0.017578125,23.6899995803833,0,25.25,16.9,1,0.3,23.9674997329712
10550,2023-09-12 06:10:00,0.024169921875,23.7400007247925,0,25.25,16.9,2,0,23.9525003433228
10551,2023-09-12 06:20:00,0.017578125,23.6774997711182,0,25.25,16.7,1,0,23.960000038147
10552,2023-09-12 06:30:00,0.018310546875,23.7249994277954,0,25.25,16.6,1,0,24.0375003814697
10553,2023-09-12 06:40:00,0.01171875,23.7049999237061,0,25.25,16.6,2,0,23.9299993515015
10554,2023-09-12 06:50:00,0.0245361328125,23.6849994659424,0,25.25,16.7,3,0,24.1325006484985
10555,2023-09-12 07:00:00,1.656005859375,23.6399993896484,0,25.25,17,2,0,23.8324995040894
10556,2023-09-12 07:10:00,1.0382080078125,23.7124996185303,0,25.25,17.4,5,0,23.9049997329712
10557,2023-09-12 07:20:00,0.2999267578125,23.647500038147,0,25.25,17.4,10,0,23.875
10558,2023-09-12 07:30:00,0.017578125,23.6950006484985,0,25.25,17.4,8,0,23.835000038147
10559,2023-09-12 07:40:00,0.012451171875,23.7875003814697,0,25.25,17.4,11,0.3,23.9200000762939
10560,2023-09-12 07:50:00,0.0234375,23.772500038147,0,25.25,17.4,6,0.3,23.8275003433228
10561,2023-09-12 08:00:00,0.012451171875,23.6300001144409,0.441,25.1850004196167,17.5,7,0,24.0274991989136
10562,2023-09-12 08:10:00,0.017578125,23.3900003433228,0.871,19.6199998855591,17.5,9,0.4,23.8599996566772
10563,2023-09-12 08:20:00,0.018310546875,23.2399997711182,0.8675,18.5550003051758,17.5,27,0.7,23.7824993133545
10564,2023-09-12 08:30:00,0.017578125,23.1374998092651,0.87,18.2449998855591,17.6,58,0.9,23.5450000762939
10565,2023-09-12 08:40:00,0.012451171875,22.9875001907349,0.871,18.1199998855591,17.7,70,0.6,23.5125007629395
10566,2023-09-12 08:50:00,0.0296630859375,22.9375,1.3055,18.1199998855591,17.8,64,0.9,23.3424997329712
10567,2023-09-12 09:00:00,0.012451171875,22.7325000762939,1.741,18.0599994659424,17.9,59,0.9,23.039999961853
10568,2023-09-12 09:10:00,0.017578125,22.5424995422363,1.739,17.9949998855591,18,55,0.6,22.9825000762939
10569,2023-09-12 09:20:00,0.018310546875,22.5699996948242,1.74,17.9300003051758,18,71,0.8,22.7924995422363
10570,2023-09-12 09:30:00,0.024169921875,22.4825000762939,1.7405,17.9949998855591,18,49,0.5,22.647500038147
10571,2023-09-12 09:40:00,0.01171875,22.4674997329712,1.739,17.9949998855591,18,36,0,22.772500038147
10572,2023-09-12 09:50:00,0.018310546875,22.4200000762939,1.74,17.9300003051758,17.9,47,0,22.6199998855591
10573,2023-09-12 10:00:00,0.017578125,22.3100004196167,1.74,18.0599994659424,18,42,0,22.7674999237061
10574,2023-09-12 10:10:00,0.024169921875,22.4074993133545,1.74,17.9949998855591,18,66,0,22.6800003051758
10575,2023-09-12 10:20:00,0.01171875,22.3225002288818,1.7395,18.0599994659424,18.1,89,0,22.7425003051758
10576,2023-09-12 10:30:00,0.018310546875,22.3299999237061,1.7405,18.0599994659424,18.3,135,0,22.6099996566772
10577,2023-09-12 10:40:00,0.01171875,22.3275003433228,1.74,18.3050003051758,18.5,134,0.5,22.7224998474121
10578,2023-09-12 10:50:00,0.0245361328125,22.3224992752075,1.7395,18.3099994659424,18.7,116,1.1,22.7549991607666
10579,2023-09-12 11:00:00,0.01171875,22.272500038147,1.74,18.1199998855591,18.7,120,1.1,22.8125
10580,2023-09-12 11:10:00,0.018310546875,22.2799997329712,1.7395,17.9300003051758,17.8,91,0.3,22.5875005722046
10581,2023-09-12 11:20:00,0.017578125,22.3250007629395,1.7425,17.9949998855591,17,50,2.3,22.7449998855591
10582,2023-09-12 11:30:00,0.018310546875,22.3049993515015,1.7395,17.9300003051758,16.3,115,3,22.5625
10583,2023-09-12 11:40:00,0.017578125,22.3274993896484,1.7405,17.9949998855591,16.2,109,3,22.6975002288818
10584,2023-09-12 11:50:00,0.018310546875,22.3100004196167,1.7405,17.9300003051758,16.1,102,3.4,22.5150003433228
10585,2023-09-12 12:00:00,0.01171875,22.2775001525879,1.745,17.9949998855591,16.1,128,2.5,22.625
10586,2023-09-12 12:10:00,0.018310546875,22.2449998855591,1.738,18.0599994659424,16,141,3.2,22.6574993133545
10587,2023-09-12 12:20:00,0.01171875,22.1949996948242,1.7415,17.9300003051758,16,115,2.9,22.6325006484985
10588,2023-09-12 12:30:00,0.0245361328125,22.1950006484985,1.739,17.9949998855591,15.7,98,3.8,22.4174995422363
10589,2023-09-12 12:40:00,0.017578125,22.1374998092651,1.741,17.9949998855591,15.6,85,3.6,22.3625001907349
10590,2023-09-12 12:50:00,0.018310546875,22.1700000762939,1.74,17.9949998855591,15.7,79,3.1,22.4875001907349
10591,2023-09-12 13:00:00,0.01171875,22.1449995040894,1.7395,17.9949998855591,15.8,102,2.6,22.6050004959106
10592,2023-09-12 13:10:00,0.024169921875,22.0874996185303,1.74,17.9949998855591,15.8,106,2.7,22.3399991989136
10593,2023-09-12 13:20:00,0.01171875,22.085000038147,1.741,17.9949998855591,15.9,119,2.6,22.3324995040894
10594,2023-09-12 13:30:00,0.018310546875,22.0950002670288,1.741,17.9949998855591,15.9,57,2.6,22.3150005340576
10595,2023-09-12 13:40:00,0.017578125,22.125,1.7405,17.9949998855591,15.8,55,2.3,22.5375003814697
10596,2023-09-12 13:50:00,0.012451171875,22.1400003433228,1.74,17.9300003051758,15.8,57,2.3,22.7449998855591
10597,2023-09-12 14:00:00,0.017578125,22.0424995422363,1.739,18.0599994659424,15.6,79,3.3,22.2875003814697
10598,2023-09-12 14:10:00,0.024169921875,22.1149997711182,1.7405,17.9300003051758,15.7,65,2.9,22.6199998855591
10599,2023-09-12 14:20:00,0.01171875,22.0074996948242,1.7405,17.9949998855591,15.7,85,3,22.4375
10600,2023-09-12 14:30:00,0.018310546875,22.0475006103516,1.74,18.0599994659424,15.5,69,2.9,22.3325004577637
10601,2023-09-12 14:40:00,0.017578125,22.0625,1.7405,18.0599994659424,15.5,50,2.6,22.3099994659424
10602,2023-09-12 14:50:00,0.0186767578125,22.0149993896484,1.741,17.9949998855591,15.4,73,2.8,22.2249994277954
10603,2023-09-12 15:00:00,0.01171875,22.0149993896484,1.739,17.9949998855591,15.6,61,2.2,22.3375005722046
10604,2023-09-12 15:10:00,0.018310546875,22.0124998092651,1.74,18.0599994659424,15.6,53,2,22.2349996566772
10605,2023-09-12 15:20:00,0.01171875,21.9949998855591,1.7405,17.9949998855591,15.5,52,2.5,22.2849998474121
10606,2023-09-12 15:30:00,0.024169921875,21.9675006866455,1.7415,18.0599994659424,15.3,109,3.8,22.3474998474121
10607,2023-09-12 15:40:00,0.01171875,21.9100008010864,1.74,17.9300003051758,15.4,122,3.2,22.4324998855591
10608,2023-09-12 15:50:00,0.018310546875,21.9200000762939,1.7395,18.0599994659424,15.5,112,3.2,22.397500038147
10609,2023-09-12 16:00:00,0.01171875,21.9800004959106,1.7405,18.0599994659424,15.6,147,2.5,22.2650003433228
10610,2023-09-12 16:10:00,0.024169921875,21.960000038147,1.742,17.9949998855591,15.6,52,3.6,22.2650003433228
10611,2023-09-12 16:20:00,0.01171875,22.0025005340576,1.7405,17.9949998855591,15.4,41,1.2,22.3275003433228
10612,2023-09-12 16:30:00,0.017578125,21.9700002670288,1.7395,17.9300003051758,15.4,59,0,22.1825008392334
10613,2023-09-12 16:40:00,0.012451171875,21.9875001907349,1.7405,17.9300003051758,15.5,51,0,22.3775005340576
10614,2023-09-12 16:50:00,0.017578125,21.8874998092651,1.7395,17.9949998855591,15.4,44,0,22.1700000762939
10615,2023-09-12 17:00:00,0.012451171875,21.9399995803833,1.301,18.0599994659424,15.4,43,0,22.0950002670288
10616,2023-09-12 17:10:00,0.0179443359375,22.0900001525879,0.8715,17.9300003051758,15.3,50,0,22.3825006484985
10617,2023-09-12 17:20:00,0.012451171875,22.0949993133545,0.8715,17.9949998855591,15.3,22,0,22.4250001907349
10618,2023-09-12 17:30:00,0.017578125,22.0900001525879,0.871,17.9300003051758,15.2,22,0,22.5550003051758
10619,2023-09-12 17:40:00,0.012451171875,22.2375001907349,0.868,18.0599994659424,14.9,17,0,22.5775003433228
10620,2023-09-12 17:50:00,0.0234375,22.1424999237061,0.869,17.9949998855591,14.9,34,0,22.5500001907349
10621,2023-09-12 18:00:00,0.012451171875,22.3099994659424,0.4345,18.4349994659424,15.1,22,0,22.664999961853
10622,2023-09-12 18:10:00,0.017578125,22.5650005340576,0,19.6800003051758,15.1,12,0,22.9724998474121
10623,2023-09-12 18:20:00,0.018310546875,22.7325000762939,0,20.4349994659424,14.8,30,0,23.0100002288818
10624,2023-09-12 18:30:00,0.0238037109375,22.7049999237061,0,20.9349994659424,14.7,21,0,23.1300001144409
10625,2023-09-12 18:40:00,0.012451171875,22.7950000762939,0,21.4349994659424,14.7,11,0,23.0300006866455
10626,2023-09-12 18:50:00,0.017578125,22.8125,0,21.8050003051758,14.6,12,0,23.0625
10627,2023-09-12 19:00:00,0.012451171875,22.8049993515015,0,22.1199998855591,14.6,7,1.3,23.2375001907349
10628,2023-09-12 19:10:00,0.0234375,22.7975006103516,0,22.3699998855591,14.5,3,3.3,23.3549995422363
10629,2023-09-12 19:20:00,0.018310546875,22.8299999237061,0,22.5599994659424,14.4,2,3.2,23.3200006484985
10630,2023-09-12 19:30:00,0.017578125,22.852499961853,0,22.7449998855591,13.9,6,3.9,23.3275003433228
10631,2023-09-12 19:40:00,0.012451171875,22.9125003814697,0,22.8699998855591,13.8,1,3.5,23.3625001907349
10632,2023-09-12 19:50:00,0.0234375,22.9075002670288,0,22.9949998855591,13.8,2,2.3,23.3499994277954
10633,2023-09-12 20:00:00,0.018310546875,22.9175004959106,0,23.1199998855591,13.8,1,2.2,23.1750001907349
10634,2023-09-12 20:10:00,0.017578125,22.9175004959106,0,23.1800003051758,13.7,1,2.3,23.3275003433228
10635,2023-09-12 20:20:00,0.012451171875,22.9849996566772,0,23.3099994659424,13.7,1,2.2,23.4549999237061
10636,2023-09-12 20:30:00,0.0238037109375,22.9050006866455,0,23.4300003051758,13.7,1,1.9,23.335000038147
10637,2023-09-12 20:40:00,0.012451171875,22.9324998855591,0,23.4300003051758,13.8,1,2,23.414999961853
10638,2023-09-12 20:50:00,0.017578125,22.9250001907349,0,23.5599994659424,13.8,2,1.6,23.25
10639,2023-09-12 21:00:00,0.012451171875,22.9425001144409,0,23.5599994659424,13.8,1,2.4,23.4174995422363
10640,2023-09-12 21:10:00,0.0234375,22.9174995422363,0,23.6199998855591,13.8,1,2.5,23.3225002288818
10641,2023-09-12 21:20:00,0.018310546875,22.8575000762939,0,23.6800003051758,13.9,1,2.2,23.1900005340576
10642,2023-09-12 21:30:00,0.01171875,22.9224996566772,0,23.6800003051758,13.8,2,2.1,23.1575002670288
10643,2023-09-12 21:40:00,0.018310546875,22.9174995422363,0,23.7449998855591,13.8,1,2,23.3450002670288
10644,2023-09-12 21:50:00,0.0238037109375,22.8699998855591,0,23.8099994659424,13.8,2,1.9,23.272500038147
10645,2023-09-12 22:00:00,0.012451171875,22.914999961853,0,23.8099994659424,13.8,1,1.7,23.2049999237061
10646,2023-09-12 22:10:00,0.017578125,22.8649997711182,0,23.8099994659424,13.7,1,1.9,23.2124996185303
10647,2023-09-12 22:20:00,0.018310546875,22.8050003051758,0,23.8099994659424,13.7,3,1.9,23.1674995422363
10648,2023-09-12 22:30:00,0.024169921875,22.8249998092651,0,23.9300003051758,13.7,1,2.1,23.1724996566772
10649,2023-09-12 22:40:00,0.01171875,22.8824996948242,0,23.9300003051758,13.6,1,1.9,23.1324996948242
10650,2023-09-12 22:50:00,0.018310546875,22.8599996566772,0,23.9300003051758,13.6,2,2.3,23.1324996948242
10651,2023-09-12 23:00:00,0.017578125,22.8449993133545,0,23.9300003051758,13.5,2,2.2,23.3125
10652,2023-09-12 23:10:00,0.024169921875,22.8050003051758,0,23.9300003051758,13.4,2,2.3,23.1925001144409
10653,2023-09-12 23:20:00,0.01171875,22.7974996566772,0,23.9300003051758,13.4,1,1.9,23.2375001907349
10654,2023-09-12 23:30:00,0.018310546875,22.7950000762939,0,23.9300003051758,13.3,2,2,23.2624998092651
10655,2023-09-12 23:40:00,0.017578125,22.8575000762939,0,23.9300003051758,13.2,1,2,23.1599998474121
10656,2023-09-12 23:50:00,0.0245361328125,22.8375005722046,0,23.9300003051758,13.1,2,2.2,23.2025003433228
10657,2023-09-13 00:00:00,0.01171875,22.8049993515015,0,23.9300003051758,13.1,1,1.9,23.1674995422363
10658,2023-09-13 00:10:00,0.018310546875,22.7925004959106,0,23.9300003051758,13,2,2.3,23.1899995803833
10659,2023-09-13 00:20:00,0.017578125,22.8025007247925,0,23.9300003051758,12.9,2,2.1,23.1624994277954
10660,2023-09-13 00:30:00,0.024169921875,22.9674997329712,0,23.9300003051758,12.8,2,2.2,23.3050003051758
10661,2023-09-13 00:40:00,0.01171875,22.9150009155273,0,23.9300003051758,12.7,2,2.5,23.147500038147
10662,2023-09-13 00:50:00,0.018310546875,22.9525003433228,0,23.9949998855591,12.6,1,2.3,23.1625003814697
10663,2023-09-13 01:00:00,0.01171875,22.9200000762939,0,24.0599994659424,12.5,1,2.5,23.1500005722046
10664,2023-09-13 01:10:00,0.018310546875,22.9074993133545,0,24.0599994659424,12.5,2,1.8,23.147500038147
10665,2023-09-13 01:20:00,0.0234375,22.8600006103516,0,24.0599994659424,12.3,2,1.9,23.2399997711182
10666,2023-09-13 01:30:00,0.018310546875,22.875,0,24.0599994659424,12.2,1,1.7,23.0675001144409
10667,2023-09-13 01:40:00,0.018310546875,22.7950000762939,0,24.0599994659424,12.1,1,1.5,23.0974998474121
10668,2023-09-13 01:50:00,0.017578125,22.8474998474121,0,24.0599994659424,12,1,1.5,23.1999998092651
10669,2023-09-13 02:00:00,0.0245361328125,22.8374996185303,0,24.0599994659424,11.9,2,1.3,23.2200002670288
10670,2023-09-13 02:10:00,0.017578125,22.8125,0,24.0599994659424,11.8,2,1.5,23.289999961853
10671,2023-09-13 02:20:00,0.012451171875,22.7950000762939,0,24.0599994659424,11.7,1,1.5,23.2200002670288
10672,2023-09-13 02:30:00,0.029296875,22.7950000762939,0,24.0599994659424,11.6,1,1.3,23.0925006866455
10673,2023-09-13 02:40:00,0.006591796875,22.8449993133545,0,24.0599994659424,11.5,1,0.8,23.0649995803833
10674,2023-09-13 02:50:00,0.0234375,22.8050003051758,0,24.0599994659424,11.4,0,0.7,23.1000003814697
10675,2023-09-13 03:00:00,0.012451171875,22.7624998092651,0,24.0599994659424,11.3,2,0.9,23.1999998092651
10676,2023-09-13 03:10:00,0.017578125,22.7999992370605,0,23.9300003051758,11.3,1,1.2,23.1125001907349
10677,2023-09-13 03:20:00,0.0245361328125,22.7450008392334,0,23.9300003051758,11.2,2,0.3,23.1599998474121
10678,2023-09-13 03:30:00,0.017578125,22.7849998474121,0,23.9300003051758,11.1,2,0.3,23.0024995803833
10679,2023-09-13 03:40:00,0.012451171875,22.7025003433228,0,23.9300003051758,10.9,1,0.7,23.0725002288818
10680,2023-09-13 03:50:00,0.017578125,22.7624998092651,0,23.9300003051758,10.8,1,1.2,22.9700002670288
10681,2023-09-13 04:00:00,0.024169921875,22.7000007629395,0,23.9300003051758,10.7,2,1.3,22.9425001144409
10682,2023-09-13 04:10:00,0.018310546875,22.7299995422363,0,23.9300003051758,10.6,1,0.8,23.0450000762939
10683,2023-09-13 04:20:00,0.01171875,22.6999998092651,0,23.9300003051758,10.6,2,0.7,23.1175003051758
10684,2023-09-13 04:30:00,0.024169921875,22.7000007629395,0,23.9300003051758,10.6,2,1.5,23.0725002288818
10685,2023-09-13 04:40:00,0.017578125,22.6999998092651,0,23.9300003051758,10.6,1,1.6,22.9575004577637
10686,2023-09-13 04:50:00,0.018310546875,22.710000038147,0,23.9300003051758,10.6,1,0.8,22.8899993896484
10687,2023-09-13 05:00:00,0.017578125,22.6450004577637,0,23.9300003051758,10.6,2,0.3,23.2124996185303
10688,2023-09-13 05:10:00,0.018310546875,22.664999961853,0,23.9300003051758,10.6,2,0.3,22.9700002670288
10689,2023-09-13 05:20:00,0.0238037109375,22.6850004196167,0,23.9300003051758,10.5,1,0.3,22.9274997711182
10690,2023-09-13 05:30:00,0.012451171875,22.6875,0,23.9300003051758,10.4,2,0.3,23.0874996185303
10691,2023-09-13 05:40:00,0.017578125,22.6400003433228,0,23.9300003051758,10.2,2,0.3,22.9525003433228
10692,2023-09-13 05:50:00,0.018310546875,22.6374998092651,0,23.9300003051758,10.1,1,0.3,22.8800001144409
10693,2023-09-13 06:00:00,0.024169921875,22.6099996566772,0,23.9300003051758,10.1,2,0.3,22.8674993515015
10694,2023-09-13 06:10:00,0.01171875,22.6274995803833,0,23.9300003051758,10,3,1.2,22.914999961853
10695,2023-09-13 06:20:00,0.018310546875,22.602499961853,0,23.9300003051758,9.8,3,1.5,22.8349990844727
10696,2023-09-13 06:30:00,0.01171875,22.5999994277954,0,23.9300003051758,9.8,4,1.4,22.9225006103516
10697,2023-09-13 06:40:00,0.0238037109375,22.6199998855591,0,23.8699998855591,9.9,6,1,22.7800006866455
10698,2023-09-13 06:50:00,0.012451171875,22.585000038147,0,23.8099994659424,10,15,0.3,22.8275003433228
10699,2023-09-13 07:00:00,0.017578125,22.5599994659424,0,23.8099994659424,10.1,25,0.3,22.7550001144409
10700,2023-09-13 07:10:00,0.012451171875,22.5650005340576,0,23.8099994659424,10.1,36,0.3,22.6850004196167
10701,2023-09-13 07:20:00,0.0234375,22.5250005722046,0,23.8099994659424,10.4,53,0,22.7925004959106
10702,2023-09-13 07:30:00,0.012451171875,22.5249996185303,0,23.9300003051758,10.7,77,0.3,22.7200002670288
10703,2023-09-13 07:40:00,0.017578125,22.5300006866455,0,23.9300003051758,10.8,102,0.4,22.8474998474121
10704,2023-09-13 07:50:00,0.012451171875,22.5575008392334,0,23.9300003051758,10.9,118,0.3,22.8800001144409
10705,2023-09-13 08:00:00,0.0234375,22.4675006866455,0.441,23.7449998855591,11,148,0.8,22.8150005340576
10706,2023-09-13 08:10:00,0.012451171875,22.2174997329712,0.8715,17.9350004196167,11.1,183,1.6,22.8050003051758
10707,2023-09-13 08:20:00,0.017578125,22.1149997711182,0.8705,18,11.3,206,1.5,22.6999998092651
10708,2023-09-13 08:30:00,0.012451171875,22.0699996948242,0.8705,18,11.5,230,1.6,22.5499992370605
10709,2023-09-13 08:40:00,0.0238037109375,21.9475002288818,0.8695,18,11.7,259,1.4,22.5550003051758
10710,2023-09-13 08:50:00,0.012451171875,21.9475002288818,1.305,18,12,276,1,22.7299995422363
10711,2023-09-13 09:00:00,0.017578125,21.7599992752075,1.7395,18,12.3,307,0.3,22.2125005722046
10712,2023-09-13 09:10:00,0.018310546875,21.7174997329712,1.74,18,12.6,328,0.5,21.9549999237061
10713,2023-09-13 09:20:00,0.017578125,21.6550006866455,1.7395,18,13.1,279,0.4,21.9125003814697
10714,2023-09-13 09:30:00,0.012451171875,21.6875,1.74,18,13.2,393,0.8,22.0549993515015
